Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1964","1964","kg/ha","11674.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1965","1965","ha","1100","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1965","1965","kg/ha","12081.8","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1966","1966","ha","992","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1966","1966","kg/ha","10360.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1967","1967","ha","1317","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1967","1967","kg/ha","13617.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1968","1968","ha","1437","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1968","1968","kg/ha","12949.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1969","1969","ha","1557","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1969","1969","kg/ha","10762.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1970","1970","ha","1691","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1970","1970","kg/ha","8781.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1971","1971","ha","1933","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1971","1971","kg/ha","11969.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1972","1972","ha","1938","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1972","1972","kg/ha","13209.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1973","1973","ha","1844","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1973","1973","kg/ha","9924.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1974","1974","ha","1796","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1974","1974","kg/ha","11804","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1975","1975","ha","2139","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1975","1975","kg/ha","9481.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1976","1976","ha","2200","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1976","1976","kg/ha","6818.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1977","1977","ha","2200","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1977","1977","kg/ha","6454.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1978","1978","ha","2000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1978","1978","kg/ha","6400","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1979","1979","ha","1800","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1979","1979","kg/ha","7500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1980","1980","ha","1900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1980","1980","kg/ha","7368.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1981","1981","ha","1800","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1981","1981","kg/ha","7777.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1982","1982","ha","1800","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1982","1982","kg/ha","7222.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1983","1983","ha","1700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1983","1983","kg/ha","6470.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1984","1984","ha","1600","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1984","1984","kg/ha","7500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1985","1985","ha","1600","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1985","1985","kg/ha","7875","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1986","1986","ha","1700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1986","1986","kg/ha","7294.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1987","1987","ha","1100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1987","1987","kg/ha","10000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1988","1988","ha","1100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1988","1988","kg/ha","7272.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1989","1989","ha","1100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1989","1989","kg/ha","7636.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1990","1990","ha","1200","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1990","1990","kg/ha","8583.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1991","1991","ha","1200","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1991","1991","kg/ha","9000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1992","1992","ha","1100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1992","1992","kg/ha","7818.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1993","1993","ha","900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1993","1993","kg/ha","14555.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1994","1994","ha","900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1994","1994","kg/ha","14444.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1995","1995","ha","900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1995","1995","kg/ha","13888.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1996","1996","ha","1000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1996","1996","kg/ha","13500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1997","1997","ha","1300","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1997","1997","kg/ha","13769.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1998","1998","ha","900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1998","1998","kg/ha","6666.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","1999","1999","ha","800","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","1999","1999","kg/ha","6250","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2000","2000","ha","700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2000","2000","kg/ha","5714.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2001","2001","ha","800","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2001","2001","kg/ha","6750","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2002","2002","ha","900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2002","2002","kg/ha","6666.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2003","2003","ha","900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2003","2003","kg/ha","6666.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2004","2004","ha","900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2004","2004","kg/ha","6111.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2005","2005","ha","600","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2005","2005","kg/ha","6666.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2006","2006","ha","700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2006","2006","kg/ha","5714.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2007","2007","ha","600","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2007","2007","kg/ha","6666.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2008","2008","ha","1100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2008","2008","kg/ha","6818.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2009","2009","ha","900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2009","2009","kg/ha","6666.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2010","2010","ha","1000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2010","2010","kg/ha","7000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2011","2011","ha","1400","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2011","2011","kg/ha","6428.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2012","2012","ha","585","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2012","2012","kg/ha","5982.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2013","2013","ha","585","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2013","2013","kg/ha","5641","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2014","2014","ha","585","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2014","2014","kg/ha","5982.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2015","2015","ha","585","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2015","2015","kg/ha","5982.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2016","2016","ha","585","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2016","2016","kg/ha","5982.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2017","2017","ha","404","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2017","2017","kg/ha","7920.8","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2018","2018","ha","500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2018","2018","kg/ha","7540","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2019","2019","ha","620","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2019","2019","kg/ha","8274.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2020","2020","ha","410","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2020","2020","kg/ha","7975.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2021","2021","ha","620","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2021","2021","kg/ha","8016.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2022","2022","ha","380","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2022","2022","kg/ha","8078.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01243","Broad beans and horse beans, green","2023","2023","ha","380","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01243","Broad beans and horse beans, green","2023","2023","kg/ha","6842.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1961","1961","ha","8613","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1961","1961","kg/ha","20315.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1962","1962","ha","8440","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1962","1962","kg/ha","18581","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1963","1963","ha","8625","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1963","1963","kg/ha","23115.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1964","1964","ha","8962","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1964","1964","kg/ha","25041.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1965","1965","ha","7780","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1965","1965","kg/ha","21929.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1966","1966","ha","8304","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1966","1966","kg/ha","23882.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1967","1967","ha","8929","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1967","1967","kg/ha","25186.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1968","1968","ha","8241","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1968","1968","kg/ha","21299.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1969","1969","ha","8954","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1969","1969","kg/ha","22872.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1970","1970","ha","8871","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1970","1970","kg/ha","28214","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1971","1971","ha","7986","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1971","1971","kg/ha","28885.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1972","1972","ha","7316","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1972","1972","kg/ha","31506.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1973","1973","ha","8367","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1973","1973","kg/ha","27154.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1974","1974","ha","8890","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1974","1974","kg/ha","26614.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1975","1975","ha","8572","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1975","1975","kg/ha","27169.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1976","1976","ha","8500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1976","1976","kg/ha","31470.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1977","1977","ha","9200","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1977","1977","kg/ha","29130.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1978","1978","ha","9300","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1978","1978","kg/ha","23655.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1979","1979","ha","8700","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1979","1979","kg/ha","29080.5","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1980","1980","ha","9100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1980","1980","kg/ha","28131.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1981","1981","ha","10100","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1981","1981","kg/ha","28811.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1982","1982","ha","10300","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1982","1982","kg/ha","28786.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1983","1983","ha","9200","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1983","1983","kg/ha","26804.3","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1984","1984","ha","9400","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1984","1984","kg/ha","26595.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1985","1985","ha","9600","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1985","1985","kg/ha","28229.2","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1986","1986","ha","9900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1986","1986","kg/ha","33636.4","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1987","1987","ha","9200","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1987","1987","kg/ha","28369.6","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1988","1988","ha","9300","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1988","1988","kg/ha","29569.9","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1989","1989","ha","7900","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1989","1989","kg/ha","36455.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1990","1990","ha","7600","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1990","1990","kg/ha","34342.1","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1991","1991","ha","8558","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1991","1991","kg/ha","28978.7","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01212","Cabbages","1992","1992","ha","9513","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01212","Cabbages","1992","1992","kg/ha","37107.1","A","Official figure",""
